title,citation,date,form,part_of,part_of_links,condition,copyright,imageLink,uniqueID,parent_uniqueID,parent_date,parent_desc,parent_title,parent_scope,physical_desc,subject,physical_desc_notes,numbers,other,scope,date_notes,title_notes,notes,author,author_notes,finding_aids,scale
Waterfront proposals,"Fonds 200, Series 1465, File 263, Item 5",[between 1980 and 1998],Photographs,File 263; Waterfront proposals,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0263_it0005.jpg,448716,307098,[between 1977 and 1998],13 transparencies : col. ; 35mm,Waterfront proposals,"File consists of maps, diagrams, sketches, text, and other visuals to do with planning redevelopment on the waterfront.",,,,,,,,,,,,,
"King and Berkeley Sts, southwest corner","Fonds 1526, File 65, Item 143","September 17, 1984",,"File 65; King Street East, Jarvis Street to Berkeley Street",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0065_it0143.jpg,518840,457002,"April 23, 1971-September 17, 1984","144 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm","King Street East, Jarvis Street to Berkeley Street",,1 transparency : col. ; 35 mm,,,,,,,,,,,,
"Signs in window of the Toronto Star building, King Street West","Fonds 1244, Item 342",1911,Photographs,Fonds 1244; William James family fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it0342.jpg,51661,46340,,,,,1 photoprint : b&w; ; 20 x 26 cm. — 1 photonegative : b&w; ; 10 x 12 cm,SIGNS (browse  records),neg is a copy neg.,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 6.","Item consists of one photograph showing an exhibit about reciprocity and its effect on food prices in the windows of the Toronto Star building, 18 King Steet West.",,,,,,,
Union Station roof,"Fonds 200, Series 372, Subseries 79, Item 594","October 31, 1930",,Subseries 79; Waterfront viaduct photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0594.jpg,144539,84044,1925-1934,"638 photoprints : b&w; ; 13 x 18 cm and smaller
533 photonegatives : b&w; ; 13 x 18 cm and smaller",Waterfront viaduct photographs,"Subseries consists of images detailing the construction of the elevated railway viaduct along Toronto's downtown waterfront. The viaduct was designed to eliminate the railway grade crossing for major roads and a new Union Station for passenger traffic. The City, Toronto Harbour Commissioners, Grand Trunk Railway and Canadian Pacific Railway had their final design proposal approved by the Board of Railway Commissioners on July 1913. While the focus of the photographs is the road underpasses, they also document the extensive changes in railway infrastructure. Union Station, the architectural centrepiece for this engineering work, was also photographed extensively during construction. 
In addition, these images capture the transformation of the waterfront that occurred at the same time. Many buildings, such as the old Toronto Electric Light Company steam powered generating station, were torn down to make way for the new elevated trackwork. Approximately 2.7 million cubic meters of earth was moved to increase the track's elevation, coming from borrow pits in Leaside and Scarborough. Also included in this project were underpasses on Eastern, Logan, Greenwood, Coxwell, and Woodbine to eliminate level crossings. Construction began June 1925 and was completed on January 1931.",1 photoprint : b&w; ; 18 x 13 cm. — 1 photonegative : b&w; ; 18 x 13 cm,,,,,,,,,,,,
"Township of York, Eglinton, looking east, from Sanderstead","Fonds 16, Series 71, Item 3455","October 17, 1924",,Series 71; Central photography series of the Toronto Transit Commission,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser71/s0071_it3455.jpg,38956,25217,,,,,1 photoprint : b&w; ; 13 x 18 cm,trackwork (browse  records) CONSTRUCTION (browse  records) ROADS (browse  records),,,,Item is a photograph looking at Township of York Eglinton Avenue looking east from Sanderstead.,,,,Alfred Pearson,,,
Logo for Toronto's 150th birthday,"Fonds 200, Series 1465, File 746, Item 4",1987,Photographs,"File 746; Historical waterfront photographs, urban versus suburban presenatation slides",,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0746_it0004.jpg,600770,325779,[191?]-1987; predominant 1987,"13 transparencies : b&w; ; 35mm
27 transparencies : colour ; 35mm","Historical waterfront photographs, urban versus suburban presenatation slides","File consists of images of historical views of Toronto's waterfront, as well as a series of presentation slides for a study on urban versus suburban living.",,,,,,,,,,,,,
TTC float,"Fonds 1567, Series 648, File 8, Item 1",,,File 8; TTC float,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1567/ser648/s0648_fl0008_id0001.jpg,439127,124828,"November 30, 1957",3 photonegatives : b&w; ; 10 x 13 cm,TTC float : Grey Cup parade,,,,,,,,,,,,,,
Horse drawn wagon,"Fonds 200, Series 372, Subseries 70, Item 232","July 2, 1928",,Subseries 70; Street cleaning photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0070/s0372_ss0070_it0232.jpg,251242,84019,1913-1949,"ca. 588 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 588 photonegatives : b&w; ; 13 x 18 cm and smaller",Street cleaning photographs,"Subseries consists of images of buildings and equipment associated with waste management and the maintenance of clean streets during the first half of the twentieth century. 
Photographs provide views of the following waste management facilities: the Don Incinerator and Destructor, the Wellington St. Destructor, the Island Incinerator, the Symes Rd. Incinerator, Destructor, and Ash Building, the Willowdale dump, the Woodville dump, the Pendrith Ave. city dump, and the Keele St. city dump. Also pictured are vehicles and equipment used for collecting waste (e.g., horse-drawn and mechanized garbage collection vehicles, flushers, waste paper cabinets, auto eductors) and for cleaning and clearing streets (e.g., sprinkler trucks, snow removal equipment). 
Given the City's reliance on horse-powered street cleaning vehicles during much of the period covered by this subseries, there are numerous photographs of horses, horse shows, cattle markets, and stables (i.e., Lansdowne Ave. stables, Western stables, Northern stables, the old and new Eastern stables, Coxwell Ave. stables, Keele St. stables, Weston stables).  
Photographs are arranged chronologically by date.", 1 photonegative : b&w; ; 13 x 18 cm.  - 1 photoprint : b&w; ; 13 x 18 cm,,,,,,,,,,,,
"Bloor and Dundas sts, looking south-west, (Way Department)","Fonds 16, Series 71, Item 3910","July 15, 1925",,Series 71; Central photography series of the Toronto Transit Commission,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser71/s0071_it3910.jpg,39110,25217,,,,,1 photoprint : b&w; ; 13 x 18 cm,trackwork (browse  records) CONSTRUCTION (browse  records) WORKERS (browse  records) PEOPLE (browse  records) ROADS (browse  records),,,,Item is a photograph looking at Bloor & Dundas Streets southwest (Way).,,,,Alfred Pearson,,,
"Hon. Edmund Bristol, Toronto","Fonds 1266, Item 6512","October 27, 1925",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 6512.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it6512.jpg,283185,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",,,Previously cited: City of Toronto Archives SC 266-6512.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Rear of 622-628 Dundas Street east corner of Sumach Street,"Fonds 200, Series 372, Subseries 41, Item 798","July 27, 1951",,Subseries 41; Miscellaneous photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0798.jpg,142237,83987,1900-1949,"ca. 114 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 437 photonegatives : b&w; ; 13 x 18 cm and smaller",Miscellaneous photographs,"Subseries consists of a diverse collection of photographs depicting citizens and scenes of Toronto. Subseries includes photographs of events (e.g., Works Department annual banquets, Orange Day celebrations); memorials, tributes, and awards (e.g., the Cenotaph at City Hall, a memorial to returning soldiers, McIntyre Football Trophy, Toronto's Centennial tablets); portraits of prominent members of the community (e.g., Commissioner R.C. Harris, Mayors W.J. Stewart and Thomas Foster, members of the Board of Control, photographer Arthur S. Goss and family); and photographs of Toronto landscapes (e.g., Cherry Beach, Leslie Beach, Sunnyside Beach, Rotary Club Gardens, Riverdale Zoo, High Park), streetscapes (e.g., Yonge St., Castle Frank Rd., Broadview Ave., Don Roadway), and buildings (e.g., Old City Hall, Art Gallery of Toronto, Toronto General Hospital). Also included are a series of photographs of TTC property in the St. Clair and Runnymede Rd. district.",1 photoprint : b&w; ; 18 x 13 cm. — 1 photonegative : b&w; ; 12.5 x 10 cm.,,,,,,,,,,,,
"Toronto Ski Club, group watching contest","Fonds 1266, Item 19125","January 26, 1930",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 19125.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it19125.jpg,301762,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",SPORTS (browse  records) skiing (browse  records) WINTER (browse  records),"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-19125,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
"Jane St Loop, exit to Bloor St West, (Way Department)","Fonds 16, Series 71, Item 11422",1936,"Photographs
Photographs - buildings - exterior views
Photographs - details",Series 71; Central photography series of the Toronto Transit Commission,,"OPEN - No restrictions on these government records.Researchers may not have access to original prints or negatives, but may use the reference photocopies available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser71/s0071_it11422.jpg,58590,25217,,,,,1 photoprint : b&w; ; 13 x 18 cm,STREETCARS (browse  records) BUILDINGS (browse  records),,,"A reference photocopy of this image is available on the photograph collection shelves of the Research Hall. See TTC Collection, Series 71, Wickson Worksheets.",,,,,Alfred Pearson,"City of Toronto Archives, Series 71, Item 11422",,
